section,zip_id,label_id,set_id,spl_version,pt_meddra_id,pt_meddra_term,pred0,pred1
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10000081,Abdominal pain,0.0,6.848552227020264
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10002034,Anaemia,0.0,6.8077921867370605
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10002198,Anaphylactic reaction,0.0,5.573751926422119
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10002424,Angioedema,0.0,5.632957458496094
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10003239,Arthralgia,0.0,6.768074035644531
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10003549,Asthenia,0.0,4.083539724349976
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10003658,Atrial fibrillation,0.0,6.762308120727539
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10003988,Back pain,0.0,6.486617088317871
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10008190,Cerebrovascular accident,0.0,2.1478457450866695
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10008479,Chest pain,0.0,6.7460923194885245
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10010774,Constipation,0.0,6.840727806091309
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10011224,Cough,0.0,6.250644207000732
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10012378,Depression,0.0,6.70369291305542
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10012456,Dermatitis exfoliative generalised,0.0,6.399144649505615
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10012735,Diarrhoea,0.0,6.893404960632324
