section,zip_id,label_id,set_id,spl_version,pt_meddra_id,pt_meddra_term,pred0,pred1
BW,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10011906,Death,3.4420424699783325,0.6147916913032532
BW,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10022116,Injury,5.27567458152771,0.5251342058181763
BW,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10001597,Alcohol interaction,2.1370233794053397,2.8191835085550943
BW,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10001612,Alcoholic,3.649374723434448,1.0794625282287595
BW,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10010071,Coma,0.0,4.846781969070435
BW,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10011906,Death,0.0,4.907302021980286
BW,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10012335,Dependence,0.6684182371412005,4.061658842223031
BW,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10013710,Drug interaction,6.202507972717285,0.6234715580940248
BW,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10033295,Overdose,2.6706675052642823,2.0441566944122314
BW,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10038678,Respiratory depression,0.6811319798231125,3.8405821561813354
BW,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10039897,Sedation,0.7566825859248638,3.4008423388004303
BW,20190223_ad05d6a0-addc-46e9-a5bd-7892b262b090,7134a790-af25-4843-bf3f-c768fac42fcf,ad05d6a0-addc-46e9-a5bd-7892b262b090,5,10010071,Coma,0.0,4.807276725769043
BW,20190223_ad05d6a0-addc-46e9-a5bd-7892b262b090,7134a790-af25-4843-bf3f-c768fac42fcf,ad05d6a0-addc-46e9-a5bd-7892b262b090,5,10011906,Death,0.0,4.854994177818298
BW,20190223_ad05d6a0-addc-46e9-a5bd-7892b262b090,7134a790-af25-4843-bf3f-c768fac42fcf,ad05d6a0-addc-46e9-a5bd-7892b262b090,5,10012335,Dependence,0.6529278755187988,4.051110199519566
BW,20190223_ad05d6a0-addc-46e9-a5bd-7892b262b090,7134a790-af25-4843-bf3f-c768fac42fcf,ad05d6a0-addc-46e9-a5bd-7892b262b090,5,10013710,Drug interaction,5.7252511978149405,0.6863723993301392
BW,20190223_ad05d6a0-addc-46e9-a5bd-7892b262b090,7134a790-af25-4843-bf3f-c768fac42fcf,ad05d6a0-addc-46e9-a5bd-7892b262b090,5,10033295,Overdose,2.6328630074858665,1.9703420102596283
BW,20190223_ad05d6a0-addc-46e9-a5bd-7892b262b090,7134a790-af25-4843-bf3f-c768fac42fcf,ad05d6a0-addc-46e9-a5bd-7892b262b090,5,10038678,Respiratory depression,0.28328149169683453,4.206988453865051
BW,20190223_ad05d6a0-addc-46e9-a5bd-7892b262b090,7134a790-af25-4843-bf3f-c768fac42fcf,ad05d6a0-addc-46e9-a5bd-7892b262b090,5,10039897,Sedation,0.22798649035394192,3.9162620902061462
BW,20190223_ad05d6a0-addc-46e9-a5bd-7892b262b090,7134a790-af25-4843-bf3f-c768fac42fcf,ad05d6a0-addc-46e9-a5bd-7892b262b090,5,10048010,Withdrawal syndrome,3.974953838757106,0.5146938839129039
BW,20190225_00f01bd8-af64-4dcc-9975-8e433e32187f,d0a74d99-7291-4829-ab4b-d0591b56e83e,00f01bd8-af64-4dcc-9975-8e433e32187f,7,10010071,Coma,0.0,4.710488319396973
BW,20190225_00f01bd8-af64-4dcc-9975-8e433e32187f,d0a74d99-7291-4829-ab4b-d0591b56e83e,00f01bd8-af64-4dcc-9975-8e433e32187f,7,10011906,Death,0.0,5.167636871337891
BW,20190225_00f01bd8-af64-4dcc-9975-8e433e32187f,d0a74d99-7291-4829-ab4b-d0591b56e83e,00f01bd8-af64-4dcc-9975-8e433e32187f,7,10038678,Respiratory depression,0.16847923398017883,4.488205671310425
BW,20190225_00f01bd8-af64-4dcc-9975-8e433e32187f,d0a74d99-7291-4829-ab4b-d0591b56e83e,00f01bd8-af64-4dcc-9975-8e433e32187f,7,10039897,Sedation,0.3733066599816084,3.5409255027770996
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10002034,Anaemia,3.888714075088501,0.4634062349796295
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10002967,Aplastic anaemia,0.0,5.259562015533447
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10003445,Ascites,0.13504159450531003,3.0540664196014404
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10004791,Biopsy liver,4.0380258560180655,1.2930206060409544
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10011224,Cough,2.6177761554718018,1.252365231513977
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10011906,Death,1.0658970177173612,3.047124207019806
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10012735,Diarrhoea,0.0,3.9133594036102286
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10013710,Drug interaction,5.685588836669922,0.6299044489860535
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10016642,Fibrosis,0.04578761259714762,4.959766387939453
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10019851,Hepatotoxicity,0.0,4.990943431854248
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10021789,Infection,0.0,4.566429138183594
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10022694,Intestinal perforation,0.44556090235710144,2.9263219833374023
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10024670,Liver disorder,0.5727970004081726,3.828354358673096
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10024690,Liver function test abnormal,2.623772144317627,1.5672510862350464
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10025082,Lung disorder,1.8269736766815183,1.7460447549819946
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10025310,Lymphoma,2.0717808405558267,2.478384256362915
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10028034,Mouth ulceration,0.0,4.135226249694824
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10030901,Opportunistic infection,1.467223882675171,2.9353933334350586
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10031264,Osteonecrosis,0.0,4.317692279815674
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10035598,Pleural effusion,5.058197021484375,1.0899933576583862
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10035664,Pneumonia,2.4717795848846436,1.6141885519027708
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10036790,Productive cough,3.8776288032531734,1.0096195936203003
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10037153,Psoriasis,4.1735974214971066,1.7201976031064987
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10037794,Radiotherapy,4.6252946853637695,1.3484476804733276
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10040914,Skin reaction,0.0,4.06584358215332
BW,20190225_02862eb3-5508-4ea9-99fb-262551b6beeb,279705af-fac8-4afa-bd44-0980ef359a7d,02862eb3-5508-4ea9-99fb-262551b6beeb,7,10045170,Tumour lysis syndrome,2.986276149749756,1.861455202102661
