section,zip_id,label_id,set_id,spl_version,pt_meddra_id,pt_meddra_term,pred0,pred1
WP,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10011906,Death,0.0,3.0476168394088745
WP,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10020646,Hyperkalaemia,0.0,5.997143507003784
WP,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10021097,Hypotension,0.0,5.060445666313171
WP,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10027534,Microcephaly,0.0,7.086423397064209
WP,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10028934,Neonatal disorder,0.0,1.596494436264038
WP,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10030289,Oligohydramnios,0.0,7.453822612762451
WP,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10069339,Acute kidney injury,0.009984330274164678,2.7836089134216313
WP,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10001367,Adrenal insufficiency,0.6343825310468674,3.5850455164909363
WP,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10002974,Apnoea,0.0,2.3141345977783203
WP,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10010071,Coma,3.7158279418945312,1.4235639572143555
WP,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10010947,Coordination abnormal,0.0,0.8206111192703246
WP,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10011906,Death,0.0,3.9756133556365967
WP,20190223_40671852-846e-4bc1-8e15-1f71add24414,48a5c0ae-e4e1-47ad-bfc5-3d56558e0cba,40671852-846e-4bc1-8e15-1f71add24414,5,10012335,Dependence,1.8735224550420588,1.5435545444488525
